tweet_id,favorite_count,retweet_count,date_time
857214891891077121,230,18,
857062103051644929,0,176,
857029823797047296,19149,4104,
856602993587888130,0,10946,
856543823941562368,16452,2952,
856526610513747968,11989,1933,
856330835276025856,0,699,
856288084350160898,526,17,
856282028240666624,28094,6493,
855862651834028034,348,28,
855860136149123072,5108,1057,
855857698524602368,12011,2170,
855851453814013952,46087,18222,
855818117272018944,27007,5592,
855459453768019968,30385,8454,
855245323840757760,0,6166,
855138241867124737,0,47,
854732716440526848,23231,6308,
854482394044301312,29826,7097,
854365224396361728,19249,4854,
854120357044912130,32571,7743,
854010172552949760,16518,3266,
853760880890318849,29171,5998,
853639147608842240,35584,10530,
853299958564483072,15867,3709,
852936405516943360,0,2087,
852912242202992640,9268,1912,
852672615818899456,15272,2246,
852553447878664193,16749,3659,
852311364735569921,33919,10292,
852226086759018497,20499,7088,
852189679701164033,11755,1657,
851953902622658560,0,10040,
851861385021730816,0,23,
851591660324737024,16629,3622,
851464819735769094,24908,7403,
851224888060895234,21255,5975,
850753642995093505,31865,9699,
850380195714523136,13434,2740,
850333567704068097,3536,350,
850145622816686080,16813,4014,
850019790995546112,21057,5128,
849776966551130114,31380,7975,
849668094696017920,0,5198,
849412302885593088,16367,3297,
849336543269576704,11782,1985,
849051919805034497,43801,8941,
848690551926992896,26017,4537,
848324959059550208,25557,4829,
848213670039564288,8442,782,
848212111729840128,16862,3227,
847978865427394560,0,3430,
847971574464610304,0,449,
847962785489326080,24305,5372,
847842811428974592,5658,1416,
847617282490613760,7256,447,
847606175596138505,19423,3576,
847251039262605312,21173,4525,
847157206088847362,20640,6175,
847116187444137987,22161,3373,
846874817362120707,20776,4141,
846514051647705089,46252,12243,
846505985330044928,14614,3257,
846153765933735936,32843,9585,
846139713627017216,32024,10436,
846042936437604353,16579,3063,
845812042753855489,30385,9238,
845677943972139009,26054,5058,
845397057150107648,7921,1912,
845306882940190720,24202,5700,
845098359547420673,0,8102,
844979544864018432,14140,2731,
844973813909606400,15694,3406,
844704788403113984,40223,10946,
844580511645339650,17125,3328,
844223788422217728,14168,2332,
843981021012017153,15738,3105,
843856843873095681,22272,4912,
843604394117681152,17559,2924,
843235543001513987,22371,6418,
842846295480000512,15834,3822,
842765311967449089,7018,1355,
842535590457499648,18833,3723,
842163532590374912,25472,6166,
842115215311396866,14586,3223,
841833993020538882,0,16301,
841680585030541313,26718,8246,
841439858740625411,13155,3910,
841320156043304961,20609,5791,
841314665196081154,16506,4994,
841077006473256960,23845,5649,
840761248237133825,0,1868,
840728873075638272,0,17215,
840698636975636481,186,2,
840696689258311684,12822,1043,
840632337062862849,9360,1868,
840370681858686976,17180,4845,
840268004936019968,20125,6113,
839990271299457024,14014,2447,
839549326359670784,28753,8300,
839290600511926273,0,154,
839239871831150596,28432,6980,
838952994649550848,20498,4242,
838921590096166913,11672,2217,
838916489579200512,0,36,
838831947270979586,0,11795,
838561493054533637,11419,1413,
838476387338051585,23609,5139,
838201503651401729,0,10770,
838150277551247360,1756,354,
838085839343206401,147,0,
838083903487373313,18436,3375,
837820167694528512,35780,8393,
837482249356513284,4013,471,
837471256429613056,13383,2449,
837366284874571778,22120,5666,
837110210464448512,16771,2557,
836989968035819520,13322,2461,
836753516572119041,20127,4936,
836677758902222849,13212,2376,
836648853927522308,0,585,
836397794269200385,0,29601,
836380477523124226,15432,3174,
836260088725786625,22270,4594,
836001077879255040,20007,4595,
835685285446955009,0,8726,
835574547218894849,18656,3881,
835536468978302976,0,1825,
835309094223372289,0,22534,
835297930240217089,17214,3217,
835264098648616962,8109,1825,
835246439529840640,2191,78,
835172783151792128,27404,6151,
835152434251116546,23557,3237,
834931633769889797,11363,1768,
834786237630337024,22230,5891,
834574053763584002,14351,2718,
834477809192075265,0,11445,
834458053273591808,10082,1800,
834209720923721728,21626,5130,
834167344700198914,16533,3903,
834089966724603904,10542,2280,
834086379323871233,13711,2380,
833863086058651648,14072,2581,
833826103416520705,18884,4007,
833732339549220864,0,231,
833722901757046785,21743,3448,
833479644947025920,15595,2219,
833124694597443584,21209,5198,
832998151111966721,13955,2380,
832769181346996225,0,40,
832757312314028032,17681,3888,
832682457690300417,12478,3155,
832645525019123713,3070,559,
832636094638288896,16648,2998,
832397543355072512,12540,2390,
832369877331693569,18037,3430,
832273440279240704,11879,2511,
832215909146226688,0,6658,
832215726631055365,0,10096,
832088576586297345,70,2,
832040443403784192,0,10452,
832032802820481025,18738,4989,
831939777352105988,25221,6599,
831926988323639298,360,35,
831911600680497154,29085,7021,
831670449226514432,10986,1951,
831650051525054464,7555,2087,
831552930092285952,9460,2470,
831322785565769729,9690,1645,
831315979191906304,6868,1202,
831309418084069378,12341,2626,
831262627380748289,12540,2208,
830956169170665475,8380,1612,
830583320585068544,70416,18131,
830173239259324417,0,6147,
830097400375152640,10345,3239,
829878982036299777,0,5413,
829861396166877184,12875,2105,
829501995190984704,33441,11445,
829449946868879360,11023,2192,
829374341691346946,36455,10040,
829141528400556032,25804,7996,
829011960981237760,55828,17516,
828801551087042563,0,3668,
828770345708580865,26934,6332,
828708714936930305,38582,12118,
828650029636317184,10008,1457,
828409743546925057,6632,1243,
828408677031882754,8069,1388,
828381636999917570,13308,2409,
828376505180889089,7785,1149,
828372645993398273,13229,3183,
828361771580813312,2316,183,
828046555563323392,12400,3091,
828011680017821696,10924,2318,
827933404142436356,21243,5646,
827653905312006145,16248,3246,
827600520311402496,7814,1025,
827324948884643840,16737,3317,
827199976799354881,11155,2425,
826958653328592898,22779,5413,
826848821049180160,38500,11050,
826615380357632002,0,4275,
826598799820865537,5396,272,
826598365270007810,10641,2542,
826476773533745153,19461,4538,
826240494070030336,14032,2805,
826204788643753985,5159,1008,
826115272272650244,16543,3400,
825876512159186944,11055,2025,
825829644528148480,13461,2694,
825535076884762624,55046,18613,
825147591692263424,19359,4955,
825120256414846976,0,1386,
825026590719483904,6714,1386,
824796380199809024,0,5955,
824775126675836928,15839,3813,
824663926340194305,10661,1883,
824325613288833024,12469,11255,
824297048279236611,15933,4196,
824025158776213504,5048,641,
823939628516474880,11259,2939,
823719002937630720,0,12159,
823699002998870016,13318,2619,
823581115634085888,13803,2869,
823333489516937216,737,27,
823322678127919110,16668,4357,
823269594223824897,0,10693,
822975315408461824,18304,3731,
822872901745569793,140166,47595,
822859134160621569,14015,2484,
822647212903690241,0,6958,
822610361945911296,15654,3227,
822489057087389700,19241,6958,
822462944365645825,30149,15909,
822244816520155136,37100,10693,
822163064745328640,0,5219,
821886076407029760,12028,2543,
821813639212650496,0,3630,
821765923262631936,8923,1810,
821522889702862852,8507,1929,
821421320206483457,0,6077,
821407182352777218,12478,4720,
821153421864615936,268,10,
821149554670182400,9245,2190,
821107785811234820,10165,2313,
821044531881721856,13441,2491,
820837357901512704,0,7289,
820749716845686786,33469,10770,
820690176645140481,12946,3500,
820494788566847489,0,614,
820446719150292993,0,2813,
820314633777061888,3537,614,
820078625395449857,21028,6841,
820013781606658049,0,1287,
819952236453363712,5647,1287,
819924195358416896,13649,5265,
819711362133872643,14280,3406,
819588359383371776,10154,2142,
819347104292290561,7663,1314,
819238181065359361,2423,440,
819227688460238848,24508,7289,
819015337530290176,0,39996,
819015331746349057,0,20609,
819006400881917954,47977,20609,
819004803107983360,92035,39996,
818646164899774465,0,22726,
818627210458333184,23571,8110,
818614493328580609,10480,2813,
818588835076603904,0,6686,
818536468981415936,11590,2699,
818307523543449600,0,8854,
818259473185828864,11720,2488,
818145370475810820,13060,2830,
817908911860748288,5145,859,
817827839487737858,55078,29601,
817777686764523521,11373,2913,
817536400337801217,12547,3304,
817502432452313088,0,3698,
817423860136083457,36341,16301,
817415592588222464,5972,1049,
817181837579653120,0,9269,
817171292965273600,9278,2194,
817120970343411712,12944,2858,
817056546584727552,9115,1802,
816829038950027264,0,5143,
816816676327063552,10634,2217,
816697700272001025,10427,2407,
816450570814898180,32519,8854,
816336735214911488,9147,2134,
816091915477250048,9490,2355,
816062466425819140,0,1135,
816014286006976512,0,5799,
815990720817401858,5318,1135,
815966073409433600,23869,9269,
815745968457060357,0,4509,
815736392542261248,10468,2481,
815639385530101762,8746,1794,
815390420867969024,11021,4159,
814986499976527872,8136,1410,
814638523311648768,12004,2959,
814578408554463233,0,6333,
814530161257443328,9220,2028,
814153002265309185,30649,9473,
813944609378369540,0,3486,
813910438903693312,9899,2055,
813812741911748608,38733,15304,
813800681631023104,8888,1918,
813217897535406080,19899,7976,
813202720496779264,9789,1962,
813187593374461952,21128,4780,
813172488309972993,9937,2089,
813157409116065792,8268,2423,
813142292504645637,8979,2575,
813130366689148928,4758,485,
813127251579564032,12635,3415,
813112105746448384,11002,3014,
813096984823349248,11227,3934,
813081950185472002,10529,3028,
813066809284972545,8486,2126,
813051746834595840,22347,8017,
812781120811126785,8084,2089,
812709060537683968,7060,1562,
812503143955202048,6479,1332,
812466873996607488,8515,2107,
812372279581671427,14609,4011,
811985624773361665,7744,1537,
811744202451197953,8050,1756,
811647686436880384,5943,811,
811627233043480576,13633,3414,
811386762094317568,22297,6992,
810984652412424192,5683,1568,
810896069567610880,9652,1956,
810657578271330305,11699,2897,
810284430598270976,37799,12461,
810254108431155201,15661,3668,
809920764300447744,16529,4275,
809808892968534016,0,5361,
809448704142938112,7393,1605,
809220051211603969,21264,6147,
809084759137812480,14098,3836,
808838249661788160,10782,3327,
808733504066486276,8442,2373,
808501579447930884,12036,2853,
808344865868283904,45347,22726,
808134635716833280,0,6515,
808106460588765185,9326,2403,
808001312164028416,13429,3870,
807621403335917568,15555,4025,
807106840509214720,126822,60856,
807059379405148160,0,8023,
807010152071229440,13933,4192,
806629075125202948,80239,38156,
806620845233815552,0,6041,
806576416489959424,5175,2103,
806542213899489280,10913,2589,
806242860592926720,0,12780,
806219024703037440,6865,1306,
805958939288408065,0,5889,
805932879469572096,8833,2092,
805826884734976000,7032,2007,
805823200554876929,0,8808,
805520635690676224,6130,1801,
805487436403003392,9363,2775,
805207613751304193,8332,1865,
804738756058218496,14659,4215,
804475857670639616,6561,2203,
804413760345620481,0,3529,
804026241225523202,47687,17781,
803773340896923648,10728,3038,
803692223237865472,0,8152,
803638050916102144,11731,4521,
803380650405482500,8289,2032,
803321560782307329,0,5824,
803276597545603072,10722,2701,
802952499103731712,9658,2201,
802624713319034886,0,3206,
802600418706604034,7606,1614,
802572683846291456,9546,2737,
802323869084381190,17357,6383,
802265048156610565,7054,1497,
802239329049477120,9693,2854,
802185808107208704,0,291,
801958328846974976,8248,1871,
801854953262350336,1880,258,
801538201127157760,8760,2248,
801285448605831168,6472,916,
801167903437357056,26197,6515,
801127390143516673,0,4353,
801115127852503040,8632,2289,
800859414831898624,739,106,
800855607700029440,0,1783,
800751577355128832,11223,3039,
800513324630806528,14049,3295,
800459316964663297,10114,2365,
800443802682937345,0,4728,
800388270626521089,11915,3078,
800188575492947969,0,4319,
800141422401830912,16369,2813,
800018252395122689,30354,14434,
799774291445383169,0,5133,
799757965289017345,8989,2372,
799422933579902976,8604,2102,
799308762079035393,0,6051,
799297110730567681,10598,3035,
799063482566066176,8638,2699,
798933969379225600,14076,4903,
798925684722855936,7958,1569,
798705661114773508,0,7229,
798701998996647937,0,8552,
798697898615730177,0,7137,
798694562394996736,0,5439,
798686750113755136,0,2540,
798682547630837760,0,5172,
798673117451325440,0,6069,
798665375516884993,0,4262,
798644042770751489,0,2031,
798628517273620480,0,2154,
798585098161549313,0,6256,
798576900688019456,0,6415,
798340744599797760,0,3680,
798209839306514432,11096,2803,
797971864723324932,12459,3447,
797545162159308800,15510,5324,
797236660651966464,21358,7265,
797165961484890113,247,29,
796904159865868288,0,9721,
796865951799083009,8205,2088,
796759840936919040,12685,3357,
796563435802726400,0,8002,
796484825502875648,8104,1934,
796387464403357696,11762,4570,
796177847564038144,0,15709,
796149749086875649,34616,15709,
796125600683540480,5284,1956,
796116448414461957,9731,2655,
796080075804475393,9047,2542,
796031486298386433,11560,4025,
795464331001561088,53276,26127,
795400264262053889,10810,3146,
795076730285391872,17364,5955,
794983741416415232,0,3690,
794926597468000259,11001,2525,
794355576146903043,0,11271,
794332329137291264,10244,2907,
794205286408003585,9841,3633,
793962221541933056,17995,5361,
793845145112371200,9851,2059,
793614319594401792,0,3420,
793601777308463104,8525,1791,
793500921481273345,11439,2607,
793286476301799424,26317,10096,
793271401113350145,9249,2595,
793256262322548741,21391,9150,
793241302385262592,11243,3593,
793226087023144960,10528,3135,
793210959003287553,9554,3083,
793195938047070209,16347,6168,
793180763617361921,7414,2184,
793165685325201412,10059,3047,
793150605191548928,6603,1869,
793135492858580992,6927,2737,
793120401413079041,13577,4286,
792913359805018113,15340,4404,
792883833364439040,12098,4691,
792773781206999040,7855,1840,
792394556390137856,14392,4697,
792050063153438720,7665,1976,
791821351946420224,0,23034,
791784077045166082,0,10549,
791780927877898241,0,4173,
791774931465953280,48311,24358,
791672322847637504,12576,3420,
791406955684368384,14025,4509,
791312159183634433,9398,2785,
791026214425268224,0,4508,
790987426131050500,10568,2344,
790946055508652032,17753,5143,
790723298204217344,0,2536,
790698755171364864,8756,2090,
790581949425475584,22103,7875,
790337589677002753,8356,2042,
790277117346975746,13414,3486,
790227638568808452,0,3913,
789986466051088384,9877,2536,
789960241177853952,0,4533,
789903600034189313,11113,4518,
789628658055020548,8031,1950,
789599242079838210,7236,2120,
789530877013393408,12571,3690,
789314372632018944,9209,2523,
789280767834746880,0,5413,
789268448748703744,9746,2823,
789137962068021249,10375,3061,
788908386943430656,29296,13553,
788765914992902144,29310,11271,
788552643979468800,0,7883,
788412144018661376,16662,5799,
788178268662984705,7730,2313,
788150585577050112,6568,1428,
788070120937619456,0,3743,
788039637453406209,6563,1449,
787810552592695296,9272,3345,
787717603741622272,10911,3044,
787397959788929025,11596,3103,
787322443945877504,8323,1909,
787111942498508800,0,7353,
786963064373534720,28394,8726,
786729988674449408,0,2640,
786709082849828864,19411,6658,
786664955043049472,11381,2796,
786595970293370880,10056,3384,
786363235746385920,11649,3828,
786286427768250368,8505,3126,
786233965241827333,16337,5219,
786051337297522688,1540,169,
786036967502913536,0,7724,
785927819176054784,12125,3460,
785872687017132033,7129,1992,
785639753186217984,8334,2422,
785533386513321988,9716,2186,
785515384317313025,6509,1370,
785264754247995392,7756,1783,
785170936622350336,12907,5311,
784826020293709826,10818,3529,
784517518371221505,9568,2773,
784431430411685888,6069,1398,
784183165795655680,21464,8808,
784057939640352768,31882,12159,
783839966405230592,32067,11795,
783821107061198850,7843,2135,
783695101801398276,11132,3518,
783466772167098368,9009,2458,
783391753726550016,17986,6006,
783347506784731136,0,6114,
783334639985389568,31152,12780,
783085703974514689,8671,2421,
782969140009107456,25722,8023,
782747134529531904,7950,1520,
782722598790725632,18421,5889,
782598640137187329,8284,2042,
782305867769217024,17768,6077,
782021823840026624,0,6810,
781955203444699136,11839,3665,
781661882474196992,11121,2956,
781655249211752448,4270,1222,
781524693396357120,22098,6041,
781308096455073793,7588,2774,
781251288990355457,8976,2288,
781163403222056960,10399,2982,
780931614150983680,23061,8002,
780858289093574656,7667,2179,
780800785462489090,5855,1414,
780601303617732608,12868,3630,
780543529827336192,6711,1885,
780496263422808064,0,4045,
780476555013349377,0,126,
780459368902959104,5626,1164,
780192070812196864,9264,2434,
780092040432480260,0,2507,
780074436359819264,13044,5431,
779834332596887552,20198,7724,
779377524342161408,9382,3388,
779124354206535695,0,20049,
779123168116150273,12557,3967,
779056095788752897,15738,4923,
778990705243029504,21304,7908,
778774459159379968,0,10865,
778764940568104960,912,399,
778748913645780993,7337,1447,
778650543019483137,6139,1624,
778624900596654080,4940,1098,
778408200802557953,14529,4732,
778396591732486144,0,13324,
778383385161035776,6214,1205,
778286810187399168,11059,3591,
778039087836069888,9008,2865,
778027034220126208,6970,1762,
777953400541634568,0,3832,
777885040357281792,6767,1784,
777684233540206592,11938,3206,
777641927919427584,0,4625,
777621514455814149,9323,2708,
777189768882946048,15233,4705,
776819012571455488,0,14957,
776813020089548800,5180,1318,
776477788987613185,9404,3036,
776249906839351296,0,9931,
776218204058357768,31912,17357,
776201521193218049,10202,2739,
776113305656188928,12484,4728,
776088319444877312,1943,165,
775898661951791106,0,17849,
775842724423557120,12449,2904,
775733305207554048,14712,4353,
775729183532220416,13732,4967,
775364825476165632,7886,3228,
775350846108426240,10783,4237,
775085132600442880,16507,5133,
774757898236878852,9076,1921,
774639387460112384,7131,1876,
774314403806253056,23117,6051,
773985732834758656,11394,4207,
773922284943896577,6790,1875,
773704687002451968,7001,1766,
773670353721753600,5643,1404,
773547596996571136,23456,6686,
773336787167145985,0,5524,
773308824254029826,24681,8102,
773247561583001600,9993,3487,
773191612633579521,10596,4452,
772877495989305348,9108,4200,
772826264096874500,8478,2527,
772615324260794368,0,3659,
772581559778025472,6868,1831,
772193107915964416,6383,1498,
772152991789019136,4006,1212,
772117678702071809,3985,797,
772114945936949249,2880,511,
772102971039580160,4247,1005,
771908950375665664,6974,2050,
771770456517009408,12724,3680,
771500966810099713,8782,2845,
771380798096281600,11153,5524,
771171053431250945,0,8193,
771136648247640064,9725,3180,
771102124360998913,6615,1556,
771014301343748096,7282,1796,
771004394259247104,0,238,
770787852854652928,5246,1320,
770772759874076672,5500,1530,
770655142660169732,7765,1886,
770414278348247044,6670,2233,
770293558247038976,6613,1609,
770093767776997377,0,3289,
770069151037685760,8044,2492,
769940425801170949,33326,10452,
769695466921623552,6766,1793,
769335591808995329,0,8320,
769212283578875904,5716,1853,
768970937022709760,15263,7082,
768909767477751808,0,2914,
768855141948723200,4442,960,
768609597686943744,4354,1310,
768596291618299904,5314,1380,
768554158521745409,0,6308,
768473857036525572,14455,3710,
768193404517830656,11553,3832,
767884188863397888,5032,1517,
767754930266464257,16975,5824,
767500508068192258,7920,2523,
767191397493538821,12990,4116,
767122157629476866,10724,3077,
766864461642756096,0,6115,
766793450729734144,5375,1469,
766714921925144576,2762,419,
766693177336135680,4264,856,
766423258543644672,6372,1727,
766313316352462849,7180,2031,
766078092750233600,0,2810,
766069199026450432,4524,928,
766008592277377025,3966,535,
765719909049503744,7665,2323,
765669560888528897,5499,1317,
765395769549590528,27984,3671,
765371061932261376,7510,2333,
765222098633691136,12296,3659,
764857477905154048,6802,1911,
764259802650378240,6405,1634,
763956972077010945,784,58,
763837565564780549,13320,4508,
763183847194451968,5710,1587,
763167063695355904,0,3253,
763103485927849985,7787,2463,
762699858130116608,12868,3913,
762471784394268675,11928,6990,
762464539388485633,10901,4533,
762316489655476224,5096,1218,
762035686371364864,33837,16852,
761976711479193600,5706,2184,
761750502866649088,0,4246,
761745352076779520,4495,929,
761672994376806400,52404,31335,
761599872357261312,4365,1267,
761371037149827077,0,19389,
761334018830917632,5493,1566,
761292947749015552,4718,1185,
761227390836215808,5615,1678,
761004547850530816,11954,3743,
760893934457552897,4037,1052,
760656994973933572,6978,2079,
760641137271070720,5235,1392,
760539183865880579,8008,3916,
760521673607086080,4467,1509,
760290219849637889,28357,12391,
760252756032651264,4160,933,
760190180481531904,6016,1951,
760153949710192640,0,34,
759943073749200896,6274,2254,
759923798737051648,15506,6115,
759846353224826880,7095,2138,
759793422261743616,6293,2048,
759566828574212096,0,22764,
759557299618865152,4960,1264,
759447681597108224,8966,2640,
759446261539934208,1766,522,
759197388317847553,6394,2099,
759159934323924993,0,1250,
759099523532779520,15335,4498,
759047813560868866,6869,2178,
758854675097526272,3744,963,
758828659922702336,11793,4133,
758740312047005698,6048,1729,
758474966123810816,4034,1070,
758467244762497024,5074,2403,
758405701903519748,5490,2081,
758355060040593408,3619,1168,
758099635764359168,20265,10865,
758041019896193024,2859,403,
757741869644341248,7266,3503,
757729163776290825,0,8730,
757725642876129280,4791,1310,
757611664640446465,4804,1203,
757597904299253760,0,314,
757596066325864448,4590,1139,
757400162377592832,15977,7366,
757393109802180609,6152,1883,
757354760399941633,4757,1533,
756998049151549440,6614,2136,
756939218950160384,7022,2167,
756651752796094464,5338,1410,
756526248105566208,10966,3891,
756303284449767430,4159,1167,
756288534030475264,45166,18816,
756275833623502848,6781,1638,
755955933503782912,7738,3113,
755206590534418437,17366,5802,
755110668769038337,22379,11934,
754874841593970688,0,8611,
754856583969079297,7248,2719,
754747087846248448,2710,561,
754482103782404096,5588,2098,
754449512966619136,3946,790,
754120377874386944,8261,2517,
753655901052166144,6160,2338,
753420520834629632,8359,3840,
753398408988139520,6092,2067,
753375668877008896,8035,2507,
753298634498793472,0,6190,
753294487569522689,3578,1121,
753039830821511168,39133,22534,
753026973505581056,4103,1049,
752932432744185856,13313,7353,
752917284578922496,7269,1698,
752701944171524096,0,3111,
752682090207055872,6298,1724,
752660715232722944,4644,1697,
752568224206688256,5817,2456,
752519690950500352,7767,3706,
752334515931054080,4019,1184,
752309394570878976,0,17958,
752173152931807232,6264,1986,
751950017322246144,3233,1000,
751937170840121344,5485,1446,
751830394383790080,6113,2106,
751793661361422336,6181,3129,
751598357617971201,8317,3269,
751583847268179968,4632,1195,
751538714308972544,5303,1359,
751456908746354688,3368,1074,
751251247299190784,13152,6303,
751205363882532864,6636,1967,
751132876104687617,5341,1397,
750868782890057730,5026,1488,
750719632563142656,13895,5413,
750506206503038976,4675,1235,
750429297815552001,13866,4625,
750383411068534784,4785,1222,
750381685133418496,725,30,
750147208377409536,3261,1036,
750132105863102464,3822,1369,
750117059602808832,4560,1395,
750101899009982464,3192,906,
750086836815486976,2283,584,
750071704093859840,8275,3585,
750056684286914561,3302,959,
750041628174217216,3338,664,
750026558547456000,2850,843,
750011400160841729,3411,974,
749996283729883136,3196,869,
749981277374128128,5370,2627,
749774190421639168,4892,1407,
749417653287129088,6403,1782,
749403093750648834,2759,584,
749395845976588288,9046,3715,
749317047558017024,5761,2371,
749075273010798592,6053,2221,
749064354620928000,5032,1623,
749036806121881602,3258,839,
748977405889503236,11259,3640,
748932637671223296,6138,2419,
748705597323898880,2903,1017,
748699167502000129,4969,1712,
748692773788876800,4453,1423,
748575535303884801,6370,2124,
748568946752774144,2291,719,
748346686624440324,5499,1329,
748337862848962560,8079,4407,
748324050481647620,3883,819,
748307329658011649,3846,761,
748220828303695873,14853,8348,
747963614829678593,6072,2294,
747933425676525569,6951,2728,
747885874273214464,3096,1053,
747844099428986880,2946,804,
747816857231626240,5081,1245,
747651430853525504,1449,166,
747648653817413632,13531,6251,
747600769478692864,2432,588,
747594051852075008,3877,1123,
747512671126323200,5819,1695,
747461612269887489,4047,1099,
747439450712596480,5695,2060,
747242308580548608,0,3077,
747219827526344708,5537,1691,
747204161125646336,3540,984,
747103485104099331,10050,4263,
746906459439529985,3021,316,
746872823977771008,6285,2297,
746818907684614144,5559,1848,
746790600704425984,5114,1697,
746757706116112384,10037,4173,
746726898085036033,6327,1913,
746542875601690625,5279,1994,
746521445350707200,0,1050,
746507379341139972,4856,1155,
746369468511756288,6462,1755,
746131877086527488,7247,2352,
746056683365994496,3715,869,
745789745784041472,4221,1138,
745712589599014916,7323,2478,
745433870967832576,7429,2705,
